uuid,prompt,topic
ec27cba7-675b-5437-b060-095ec1ed2d21,"beautifull Indonesian woman in a red dressand Daniel Radcliffe 40 yo,  at the airport, walk hand in hand , on a city street for professional photography, bokeh, natural light, Canon lens, single-lens camera 64 million pixel sharp focus shot, -ar 7:16.  ",indonesia
e8676e1a-d737-5ead-a240-830a07c9fa9a,"prompt:indoor gymnasium, frozen in time -seed 4906555  ",indoor
8505a7af-318a-5781-8884-00debac798e2,"Zoom shot, moving inside building -motion 2 -neg people, animals, out side  ",indoor
4576e489-3b7c-5228-aca7-5726bfd534b7,an elegant ceramic plant pot and hanging plant on indoor -seed 2383258  ,indoor
448e2249-a246-5228-b9cc-5974306a820b,"prompt:In a still frame, courtyard -seed 1624764  ",indoor
d9d9b28a-3aba-531b-9308-64d685a146f2,indoor gymnasium -seed 1493950  ,indoor
0cdbe59b-7233-59fe-9693-733481959b98,A tranquil tableau of indoor library -seed 2926257 -motion 0  ,indoor
25f46211-1e10-5605-83b5-9f011f0b1b10,"In a still frame, courtyard -seed 5519889 -motion 0  ",indoor
ecffcd4c-a856-53dc-95bf-f46482d55e59,"lanterns in the windowed room, stormy day outdoor, outdoor scene, northamenrican style, dreamy atmosphere, indoor warmlighting --ar 3:4  ",indoor
ee908d41-aa77-5d7e-84df-04d76e6cd85c,"Commercial courtyard landscape with mushroom modern sculpture, fountain, red， -camera pan up right  ",indoor
4cba4ef6-a6e1-5ae4-a401-861d697644b0,a couch and a potted plant -seed 9628726  ,indoor
aa8a0b8c-5918-59d2-a277-7789e0341683,"Cinematic zoom in follow shot of man in red suit walking up to a door of a mansion, highly detailed, dramatic lighting -ar 16:9 - motion 3  ",indoors
a5d6a95c-2c4d-5612-b5b6-ebafdf58c09c,"a drunk man walking in the middle of the night in getting into a house 4k, realstic, hd  ",indoors
aa070620-e3af-528f-864c-46c75b6ee093,"Man sleeping inside his vintage old room, sea view, night time. -gs 16 -ar 16:9  -motion 2 -neg face, bright, light, outdoor, sky  ",indoors
1ae2cdc5-9c47-5c89-9d4c-a201cfe3cf8f,Man walking in his home -wide shot -far away -30fps -realistic lighting -realistic movement  ,indoors
15c9f847-0a00-5b47-a6cb-b38fd77c6c17,shot on red komodo x anamorphic lens 35mm camera was behind a man entering to resturant no camera movements  ,indoors
ee46917c-71b1-52bf-9214-9bbcf908997d,"Man walking down a dark hallway in a large mansion. The man carries a briefcase and advances step by step. realistic, parallax, cinematic, 32k, sharp, high speed ghost camera, -motion 4 -gs 20  ",indoors
25376712-57bf-557d-9647-9ea0420f76f8,"a man in tuxedo standing in a big glass room colored neon yellow, orange, green  ",indoors
a72082f0-b8cb-5a4e-9329-d89b3640e567,man walking into thr store  ,indoors
c979f43a-b72d-5185-b48b-2b46ed21f337,A man walking into a cabin in the woods and opening its door at night and the woods have tall trees  ,indoors
635f8396-9afc-5331-97f6-39d6426a0517,"-CAMERA ZOOM IN  ,  -MOTION 3  ,  a man in a black shoes, entering an unknown place, ground level shot, shot taken from behind  ",indoors
39db9740-5e04-5505-b5db-e446ff753f51,Cute baby girl and boy  ,infant
c031e0f3-8b47-595e-923a-2ef906956448,video of the tube baby tecknology  ,infant
6867e086-d5ca-5716-9ef5-479e7c9a8887,a baby cry in the war  ,infant
450616b1-6904-5cb8-9c68-2e39ea07b381,a rat eating his babies  ,infant
c86e59c9-80a0-51d3-bb28-274881794652,thumbnaila baby in an orange robe is smiling  ,infant
90447966-4d43-549b-a74b-ef5848b1155a,a realistic red haired woman holding her sweetpea a beautiful realistic baby in hd  ,infant
3d0b40de-9272-59d2-bd95-bb1e94c68d95,girl baby bron  ,infant
8b4e85f1-b8f5-5379-8cf8-119d58e4dc32,"Boy, 6 months, Wearing the clothes of a yellow delivery boy, With a yellow helmet, Riding a yellow motorcycle, Deliver food to customers, night, It is raining heavily, Real person, Character portrait, A delicate luster, Pixar style, Film effect, Leica lens, 3D model, The best quality, Ultra-high detail, 8K resolution  ",infant
6879094f-c8ed-517b-93c2-5b16f80ef14c,cute boy baby  ,infant
0f7536f2-4e2f-5f90-9025-c15d357dfed7,"a baby is playing games of Jumping squares, The camera pushes forward  ",infant
e8310ce4-34f9-5a5e-a985-9c33a927ef02,"A 43-year-old man, with stubble, stitches in the corner of his right eyebrow, one eye missing, wearing a gray hospital gown, the man is scared and gets up from the hospital bed.  ",injury
2324f8b0-eb27-58d5-8f0e-6c9cd074472d,"programmer guy with a beard, with a medical gypsum on his hand, lying on a bed  ",injury
9acd1b22-d406-5846-84ac-f33b76887903,"pain representation, dark style -ar 16:9 -motion 4 -fps 24 -neg mixed fingers, ugly hands, inconsistent lighting, blurry, deformed, disfigured, ugly, low quality, mixed body parts  ",injury
54a99b4f-bb11-552e-b9ec-2aa56f8428fc,yellow dog bee hurt  ,injury
a612000f-9db8-50eb-b2d5-4e68b12aa3f6,"In the distance, a wounded traveler, lying in the middle of the road, is visible. His clothes are torn, and he is covered in dust. The traveler&#39;s face shows pain and distress.  ",injury
6634cc80-a7bd-5c91-b351-8f3cfd4ab3c3,A woman is caressing her right leg and you can see pain on her face  ,injury
4a383df6-882f-56ce-a341-f6b370ef3a24,bullet enter lady neck with bleeding  ,injury
1906d591-c8d6-5b27-a7e6-f8b462865e79,a wounded hand with bandage  ,injury
a010aa6f-5a53-5a01-9869-42ca2a7bb6e8,"When I asked why she hadn’t made more of her injuries before this, she replied, “I didn’t want to worry you when you were trying to save us all.  ",injury
0473af8d-9e5c-52cc-b100-033716fd6268,"a muscular man touching back with hand, backache, pain, plaid red shirt, canadian style, forest background, realistic photography, sunrise, sun lens flare  ",injury
32fe3654-78db-50b3-aa9e-3ada639c552d,"Fluid ink flowing, a serene river of art in motion. Colors blend and fade, creating ethereal clouds on canvas. Dots of ink converge and scatter, like stars illuminating the night sky. Brushstrokes dance, painting vivid landscapes. Ink waves ripple, unveiling dreams in watercolor. Stains and spills evoke boundless imagination. In its flow, ink captures the essence of life&#39;s rhythm. Fragrance lingers, revealing an air of rustic elegance. This graceful fusion unites nature and humanity in a mesmerizing dance.  ",ink
f1ec0198-7e6b-55f7-b8e4-28bb59e26d78,"prompt:Motion colour drop in water, ink swirling in water, colourful ink in water, abstraction fancy dream cloud of ink. -seed 1278192  ",ink
a4de23ae-2d55-5444-9e8d-7fc4bbfa3925,ink spreading in water.  ,ink
210ab366-7726-5795-9702-b5441c5321cd,"A spectral glow emanating from the printed Bible, hinting at the mysterious ink.  ",ink
fd6fbb4a-e3cc-506a-b4ad-c6db53155318,"black ink dripping on water,, everything is getting covered by gallons of black ink and charcoal powder turning everything from white to ultra black. uhd high quality 60 mp -ar 9:16 -camera zoom in -m 4 -neg fire  ",ink
8e3044f8-e792-5899-9b95-36374070788c,Orange Ink simulation on white background  ,ink
1be1f064-8530-5b4a-990f-1b873ff05959,"uhd 35mm cinema production, THE process of everything white getting completely covered by gallons of black ink and charcoal ultra black smoke -ar 9:16 -camera zoom in -m 4  ",ink
9663ff63-dc72-5f0e-944a-7d4c930c9865,Chinese ink painting style animation  ,ink
cd038e50-806a-59ed-8d8e-8b4a2189ddf0,pen when write &quot;the black color&quot;  ,ink
4dc23b3b-f142-51c4-8376-576fadf86584,Liquid ink floating into each other wall paper animated -ar 1:1  ,ink
b645e489-20cd-5e8a-9755-cc21dbc6e949,"full shot medium, front view, centered, daytime, an alien firefly insect, with an alien body, with a muscular appearance, with a serious look, standing walking in a petrified forest, 3d render -neg &quot;deformation, distortion, light rays, beam light, smoke, duplicate car, side camera, rear view camera, rear photo, coastal photo, rear photo, deformed body, deformed hand, people&quot; -motion 1 -gs 12 -fps 24 -hide  ",insect
87e1975e-2ea7-5c12-873f-0e4c094ff4d3,Mosquito infected with wolbachia bacteria --ar 16:9  ,insect
c0adc462-afaa-52ea-89b4-e04a47efbc49,a giant mosquito attacking a human in small town america in the style of 80s horror movies with vibrant colors cinematic 16:9  ,insect
59c9d9af-d7fa-5055-bd5b-a0230c824bc8,black flies flying against the glass inside a kitchen  ,insect
571da0b2-dde7-5b8b-afa2-bfd43886afd1,prompt:focus shot of an insect at the bottom of a fruit -seed 4173167  ,insect
f72cd5ce-e95e-56ff-a94a-3e5bb2daa8a7,beetles  ,insect
577131f6-09e8-5915-9620-0056a8a1826a,"bugs buried in dirt -fps 24 gs20 -motion 4 -neg low quality, -neg, blurry,  ",insect
2d3ec3a2-73f2-572a-afc7-50989b7711ac,"Generate a realistic image of various bugs, including maggots and worms, crawling on a natural surface like soil or leaves. Each bug should be highly detailed with accurate textures and colors. The scene should convey a sense of biodiversity, with bugs of different shapes and sizes coexisting peacefully in their natural habitat. Use warm, earthy tones to create a visually appealing and natural environment for these insects.  ",insect
53a90a86-4dd3-5404-bd4a-9d487771b61c,"a macro view of a fly landing on a flower, slow motion,  8k, crisp color  ",insect
0a2ade51-599d-5929-8fc4-906699d34f14,"insect face, close up, high detail, HD,  ",insect
b5a51132-4ebc-5ac7-ae28-0542d29fe66d,iPhone 16 render  ,iphone
1aff7221-fb8e-5718-adb9-5d522c89ef40,"\video ipnhone promax 14 turn arround with green background, --ar 16:9  ",iphone
6558fa62-1641-532c-a29a-bd7430f5d8e2,iPhone 14 using Apple Music app with smoke coming from the device  ,iphone
18df61e0-01d1-5959-8cf4-6d0470dc372d,a man on iPhone show room -ar 9:16  ,iphone
e1291f60-3614-5f5a-8701-1b1a7fab3f84,一只豚鼠拿着iphone奔跑  ,iphone
6d9c086e-feaa-5af8-af8e-66357bad02d7,crystal Iphone surrounded by sphere magnetic radiation protected by electricity  ,iphone
5bf27e2f-0dfa-5d36-abf9-063f02f3a984,Steve Jobs introducing the iPhone live on stage with Jesus Christ beside him  ,iphone
157b3293-20e4-5cbe-89c0-b21d298f62b8,Iphone leather case jumping  ,iphone
43aa9b03-dcf7-5f32-b5d8-1bce750c94a8,rapaz caminhando na rua usando um Apple iPhone 15  ,iphone
593bd2d0-76c3-5b4e-8304-8562571a5e19,finger tapping the screen of iphone  ,iphone
9610fadb-763f-59d5-8215-844278201b79,iran in war--9:16  ,iran
f725e74e-72e9-54f3-a46a-edacb5dc4bd9,boy in tehran  ,iran
dbef33a6-dbee-5436-9430-78bf7cb57f23,"An ancient Persian Achaemenid king sitting on a throne and his queen standing beside him, the ancient Persian king has a beard and a golden crown on his head in perspoolis palace, And the queen is wearing a long dress. blueray  ",iran
4e899f92-6ceb-534d-b941-172b1fb79f84,one person iranian take flag  ,iran
f8cf781b-731b-5bd8-ba41-722e349b66b1,"join lovers, be insane, Persian , surreal, -ar 4:5  ",iran
44b53199-de82-5eb8-bcbd-5a11bf0770ab,iranian mafia  ,iran
6468a8b9-54bb-533b-afa6-6fcbc83c2ed2,"persian assassins&#39;s creed character in iran, dolly zoom, --ar 9:16  ",iran
fd77e3be-af66-5907-9184-db496f492f4d,game illustration of the Persian empire  ,iran
9e7935fe-a786-5049-8715-2b7da80bdace,"sun pond , mourning clothes , iranian lamentation , sunset , create animation  ",iran
7d07ba8b-37b6-509e-a9b9-5e51d2372752,"sun pond , mourning clothes , iranian lamentation  ",iran
ab2f254e-7dc0-5aaa-ab82-d2a3c16fc8fe,"<a href=""https://cdn.discordapp.com/attachments/1116018976976281732/1134553954718593085/chanane_full_shot_of_a_sandstorm_on_the_road_66_1637d385-702b-4f7b-9641-cac7f440a19c-2.png"">https://cdn.discordapp.com/attachments/1116018976976281732/1134553954718593085/chanane_full_shot_of_a_sandstorm_on_the_road_66_1637d385-702b-4f7b-9641-cac7f440a19c-2.png</a>  Iron man flying  ",iron man
f656ab39-87a5-59f6-8ee6-0c32b9c1fd08,"Cut to a shot of Tony Stark inside his suit, communicating with the team through his comms  ",iron man
f021a6a8-49b8-534a-813c-a8a708651f31,tom cruise iron man tony stark putting on armor movie effect  ,iron man
10f1efff-658e-5d11-8351-664dca17a8e8,while Iron Man&#39;s superior firepower and tactical prowess kept him in the game.  ,iron man
ac810a75-85a9-55b2-81b8-6d682549445d,iron man who is finding a bad guy  ,iron man
cc8a0f86-6ade-5c3c-a4a2-e328e48a8c59,"cinematic, zoom out, Tom Hardy as Wolverine sitting at a bar smoking a cigar  ",iron man
fe18f89c-38f0-5ee6-afbf-958ac2b04df3,a Hotel lobby with a waterfall in design of iron man  ,iron man
50fe0f37-6f8b-5e4c-bac5-f6c597a54de5,tom cruise and yorkshire terriers disco dancing at the club -seed 023  ,iron man
a051f9e9-61f1-5885-8b1d-5d2bd95cc814,tom cruise iron man beating thanos video movie effect  ,iron man
921cab2e-2363-53b5-a422-d683cc57ef46,"Tom Cruise driving a motorbike and talking to the face. Tom is laden with leather, his face closes up as he approaches the camera  ",iron man
4a5525d2-a51f-56d0-b683-ffc43c417858,alcatraz image  ,island
c4311e92-610d-531a-bccb-779308f97e7b,Examines the mysteries and disappearances associated with the Bermuda Triangle.  ,island
4a411af5-c898-5ab2-9ba8-c3c37285d757,island filled with sparkling treasures  ,island
05d62ec1-3fa7-561f-aa35-776fe5fe3c47,Egghead island (One Piece)+ EOS R5 with RF 24-105mm f lens+ hyper realistic + professional lighting + cinematography --q 5 --s 850  ,island
81338977-14e1-5a43-9c96-1d848fbf0803,bermuda triangle with theories  ,island
13d72667-f6df-5811-930c-862e70cb487a,"panning view of greek islands, beautiful, 8k, hdr, hd  ",island
d6be0321-884c-5ea5-8987-1418e3feaae6,Greek islands  ,island
178c2901-f94c-5868-b3f5-23ff3c1cde23,"A small broken wooden boat stranded on a beautiful beach of a deserted island with palm forest, highly detailed  ",island
c8f5fb15-59a3-5c8a-8cab-7385d9c69fd4,animated sailor on ship seeing an Island  ,island
febb8705-e72b-57f1-b75c-def41c2007bb,"at tom and jerry Floating Islands in the Sky:  Illustrate a world where islands float among the clouds, connected by intricate bridges and inhabited by fantastical creatures.  ",island
895c678e-70f5-5d35-b498-1dd57e1f0f7b,"A quaint rural italian town, painting by makoto shinkai -camera zoom in -motion 2 -fps 24  Message: CAVIA (Font: MODERN)  ",italy
b28a965d-121b-5554-98ef-aa6b00afd81e,Create photorealistic image of Venice in the Renaissance  ,italy
29d7ce11-fb03-5b54-b61f-9b0334417a42,video about Italian village living in the mountains with people eating healthy and reaching 100 years old  ,italy
b1a82e66-ee89-5378-8ac3-299887e8e559,morning day. medieval tuscany village at morning  ,italy
2f19587a-56dd-54c8-88c0-64008382e62a,young woman sitting on the vintage Italian car at the sunset in a factory  ,italy
3e763049-3356-5d66-8a59-cf8dc877d48c,the italian spagetti western type film where jenna ortega is an outlaw gunslinger riding through the arizona desert  ,italy
946acfad-f50e-53af-a441-5305c6295e70,"Open with a breathtaking shot of the Italian cityscape, capturing the essence of romance. Zoom in on the girl with curly hair, walking through a bustling piazza  ",italy
74a276ee-8833-5921-8292-901d94adc8a8,A tourist trap in venice  ,italy
91405696-7398-5f51-bf27-3096bcaeab5e,Livorno Terrazza Mascagni  ,italy
c3606d63-54bb-53d2-b422-92bdd5778327,"close-up-face-italian-model- with skin texture, mystery-passion-sensuality-black-and-white-still-digital-art-perf  ",italy
f16ae9a0-ba3f-568a-8d47-ddd83b5a6267,hip wizards playing jazz piano in a forest  ,jazz
7cf3afe8-3cc1-5cf1-a7a8-4c1f17e4192d,"A jazz band made of mice, playing in a jazz club, 3D animation  ",jazz
1b1b2dfd-ffbd-5958-aef7-f3c3607dad43,Crowd dancing in 1960s jazz club.  ,jazz
1bba4650-8ca6-5592-a1af-dd750de5da88,monkeys playing musical instruments in a jazz club 4k -ar  16:9 -motion 3 -gs 10  ,jazz
4ca7d35a-94d2-5f33-b1ad-32f679ced07a,busy jazz cafe at night with rain on the windows -motion 2  ,jazz
f77bbffc-6cbe-583b-8137-c9e84c3727d0,"Create a clip about The evolution of jazz. Jazz has continued to evolve over the years, and it has spawned many different subgenres. Some of the most popular subgenres of jazz include swing, bebop, cool jazz, and free jazz, 3d rendered, hdr, cinematic effects, 8k, unreal engine. -ar 16:9 -gs68  ",jazz
02d3e7ab-d555-5187-9525-7bd6caf62581,jazz organist playing fast music. The view is from above looking down on the keyboard so that both hands are shown  ,jazz
33beab57-85cf-56ec-9280-b0d9bcaf4aee,woman getting ready to sing into a microphone on a smoky jazz club stage hyper-realistic 4k resolution -fps24 -ar 9:16  ,jazz
bbc6cc53-4a02-567d-a53d-437eb5031c1c,"3D . REALISTIC. 8K QUALITY. MOVEMENT.David stumbles upon the old jazz club, dust-covered instruments, and a closed-down sign.  ",jazz
1ecd0719-7ef0-5f49-a1aa-d08faa768d97,"Ella Fitzgerald singing in a bar, style 1920, black and white, realism  ",jazz
e109cecb-8ca8-5e6a-bdf1-e3aa7949f936,A large jellyfish is levitating in outer space. Ultra quality.  ,jellyfish
15feff09-bb6d-505e-a14b-19055f914056,jellyfish swimming in space with galaxies behind  ,jellyfish
71b519ca-6596-5a0d-aa93-3857c91bfacf,jellyfish floating under the sea  ,jellyfish
c1d601d2-868e-5712-a28a-f73d2bc70ac8,jellybeans with faces in glass jars on shelves  ,jellyfish
f443840a-e15b-5df1-8ec7-2d24b9f62f55,people turning into uncanny valley mutants while eat jellybeans  ,jellyfish
b2afaa00-2600-527e-baa6-a389d77a0307,"a full-body extreme wide shot of a bioluminescent jellyfish swimming, animated caustic lighting, futuristic, vibrant, self-illuminated, turquoise and blue, intense, black background, hyper realistic, sharp detail, time-lapse -motion 4 -ar 9:16  ",jellyfish
785d6b79-40bf-5e19-b7a3-b4c8bc141149,"we found the jellyfish. They were so mesmerizing, floating gracefully in the water. I learned that they can glow in the dark, and some of them change colors. But I also found out they can sting, so we have to be careful around them.  ",jellyfish
e234e0db-4090-517b-8add-c53a58a2c51b,jellyfish swimming under sea  ,jellyfish
1e846d51-ce66-5d4e-8aa0-f2a1a4b16b6f,"aerial view photograph of a giant colorful electro luminance jelly fish in the sky, floating over the Swiss Alpes, leman lake in the background, dark sky. Raw PRofessional photography style.Camera Settings: Use a high-resolution camera with a wide-angle lens to capture the sweeping landscape. Adjust the aperture for optimal depth of field to bring out the richness of the composition  ",jellyfish
f2f3836b-ea1a-55ce-ad54-81b5c31d1f8b,"A close up of a huge purple jellyfish flying in in smooth animation in a room of  of a middle age Castel, extra beautiful light. cinematic. Blur background.
35mm film look  ",jellyfish
6a7fbc33-e06b-54d9-9324-fa830e976f1d,[Opening Shot: Close-up of a sparkling handcrafted necklace] ar 16:9 high quality video  ,jewelry
8309918a-c453-58a7-a633-1895ccab34e5,silver ring in the water  ,jewelry
623adfe5-dec1-5939-8f7e-d63d8d0eee6d,"Diamond facets flicker,symmetrical patterns  ",jewelry
1bb9be83-cdb9-5aca-afe9-f61c2e9b3a46,"An advertisement for a smart earring, for the Targus,Rook, and Orbital piercing. The battery is a delicate stylish jewel that is easily removed and put in a magnetic dish to charge when the person goes to sleep. The smart earrings are connected to a phone by bluetooth and feature music and phone calls. Interactive tap touch technology to answer calls directly from earring. Make prople happy using this technology in their everyday lives. -ar 16:9 -motion 2  ",jewelry
69abfa0e-4b89-5d24-8dbd-c1418178946d,diamond daisy flower shedding leaves on gold  ,jewelry
68d9b43b-2345-5922-8a8e-39534faebebe,a diamond that becomes a bag  ,jewelry
2abc18bb-0b70-5c34-8319-af8cf16bb6aa,A golden crown with diamonds  ,jewelry
3feb10f2-2da5-5723-83c4-3429ce669add,fire opal spinning  ,jewelry
aaaeb805-9bef-51e1-ba54-7df6e67296a9,A diamond ring shown on tv  ,jewelry
8692c7d0-ede1-57f9-8b89-d7fd1d3fcf51,/create prompt:jewlery photoshoot ad for this ring universe inside the gem  ,jewelry
b2f7ac1f-d982-5e02-b87e-bfa55ce29295,fruit juice seller near family park  ,juice
5521d413-ba91-542e-949f-de311d33d79d,cartoon style video of 10 guys drinking pink juice in the middle of the desert  ,juice
c0826677-58c7-5186-a705-a638044836c2,"Juice brand advertising, Photorealistic portrait of a Better Beverage Visual Promotion --ar 1:1  ",juice
0a087cea-6767-57a2-91bb-29a09418e748,"camera zooms in on animated black letters spelling out the word “black juice” being decanted from a juice box into a pot of rainbow coloured stew cooking in a pot on a stove,  Message: black juice (Font: COMICS)  ",juice
4828fd23-f9d2-513a-917b-5ecd12c661d3,"a shooting dynamic movement of slices of strawberries explode with splash, for juice advertising  ",juice
a7e6fb95-70a7-5129-81af-4d643272d0f1,Juice flows in transparent pipes  ,juice
f376f47f-5053-5e36-bfb0-add9b8b8aeca,orange juice liquid rapid stream  ,juice
9755c818-9bfe-5b87-8048-eaa2337e68d2,"video showcasing the addition of just little bit of chia seeds to a glass of amazing juice. Utilize smooth transitions, vibrant colors, and sparkling visual effects to highlight the incorporation of chia seeds. Pay attention to the technical details such as camera movements, color gradients, and fluid motion to create an enticing and visually appealing video.  ",juice
9dc6d86f-407a-52a1-b11b-669b9a85f44b,"pouring juice into a glass, camera zoom  ",juice
4cf2fc70-ea8c-57c2-8e87-55e486751386,"druid man, 1940 silent movie, black and white, make juice  ",juice
929c5ab5-6a4f-53d3-ae72-11e8e4339df1,"Golden horse heading towards a red show jump, and jumping over the show jump to land on the other side -gs 17 -motion 3  ",jump
1e862667-5ad2-5155-8126-ef98e88870af,"Cinematic , top-down view , banjamping off a tall mushroom , sits on top  of a very very giant mushrooms like a tree, ( it&#39;s raining ) and looks down, very high,  a wet , forest in fog , Fisheye view , banjamping , action camera  view  ",jump
d5c3790a-73e9-5524-8ef0-d6b27f83db87,Trump jumping  ,jump
0a4a37b7-a82b-5171-846a-8fef99af0d31,a black cat doing a triple jump  ,jump
25c55512-d489-5297-a89f-7fd6513dac2d,"black and white drawing of an executive girl taking a leap, full white background, simple and funny traces  ",jump
55070523-baae-5b5e-85b1-0b2d2f44bad1,un cheval qui saute au dessus d&#39;un oxer  ,jump
4b8a6d4a-4eb3-52f2-91c6-f4c1b8f259e9,"Lovely girl, jumping for joy  ",jump
2990977b-c996-5aa6-b8d3-e454cd467763,"a pretty girl is doing Bungee jumping in the city, photorealistic, sports photography, HD 8K DSLR, extreme wide shot, -gs 20 -ar 9:16 -motion 4 -neg &quot;blurry, distorted&quot;  ",jump
25a7f97a-af95-56f4-8675-d5bebd3ab406,jumping over a water puddle surreal 90’s  ,jump
08885891-c376-57e2-bf26-e465cf4c6687,"cat jumping through pizza, Simpsons style, 1990, -ar 9:16 -gs 40 -fps 24 -seed 867577432  ",jump
7f05fc2e-8cd5-5ed3-9e17-7aca0d751f56,Imagine and create a realistic scene inspired by the world of &#39;Dino Crisis 2&#39;. Focus on an environment that mixes elements of an abandoned research facility with a dense jungle.  ,jungle
5c04f24a-1242-587e-b7ca-c659004ee128,"a jungle with river and different animals, birds and reptiles in the bank of river drinking water, water fall in the background different colours flower and wind  ",jungle
a55e7547-bec2-54eb-8e18-6824c2990c99,create a biodiversity rich luscious jungle where we coexist with animals.  Add birds in focus. Camera zooms in on the birds for a close up  ,jungle
d9cee8a4-98d1-5d11-810f-d1351a4783f8,a beautiful jungle with animals cartoon illustration  ,jungle
ff7c1910-c305-5fbc-90f8-9ec43c1dc596,jungle go home  ,jungle
99ab7042-7069-56ae-9c16-336df74a825f,Happy Animals in Jungle  ,jungle
85c34ff6-bfac-5fb1-885c-4522c64f4687,"The Lion, the rabbit and the elephant feasts on these delectable delights under the jungle trees.  ",jungle
40405e03-4897-51f5-89bf-0067a2d5f356,a crocodile is laying near the water in Central Park of abandoned New York covered with jungle  ,jungle
218ee88f-31ef-5869-a343-e59d5f65a1bb,a snow day in the jungle vector style  ,jungle
36a5ba32-63eb-5f29-a31c-93643fcaeedf,&quot;Paint a picture of the jungle&#39;s transformation as Oliver embarks on his journey.&quot;  ,jungle
0806536e-8067-56a1-8fe2-3d96c1e896c6,a spaceship is flying near jupier while facing meteor rains.  ,jupiter
d5acd6e7-d24d-5032-a4a2-1801e23a9c75,"Jupiter, showcasing its massive size and swirling cloud bands.  ",jupiter
8c44e499-3c87-5794-adb6-b235dca8e801,gigante devorando a jupiter  ,jupiter
e976b2bf-760c-51ee-84de-799c81ca72a6,"A view of Jupiter’s moon Sinope, the most distant retrograde irregular moon. --ar 9:16  ",jupiter
ac961d78-a156-56af-b9d5-14d7d5d197fc,"Create a colorful, rhodoscope-style image of Galileo Galilei observing Jupiter and its 4 moons through his spyglass. Show an older Galileo Galilei, with white hair and beard, observing Jupiter and its four moons through a small telescope mounted on a tripod. Animate the image by making Jupiter&#39;s moons revolve around him and Galileo raise his head.  ",jupiter
f57b0cc7-af7f-5374-b28f-4afb78189315,"surreal globe of Jupiter, symbolically in ancient mythology  ",jupiter
d2c55c4e-cfb4-55f3-a6f6-949079e44452,NASA quality video from space probe high speed fly pass of Io with Jupiter in background  ,jupiter
608c794b-6465-555a-b3b9-0ee114a1b7b7,Majestique Jupiter  ,jupiter
d10c987e-c2a9-5d3c-8782-52aadb53c265,"jupiter changing into latte, cartoon, pastel colors, saturated - ar 16:9  ",jupiter
cdcbf7a4-9530-51ea-b11c-1566f922f14e,Jovian moon europa rotating as seen from space  ,jupiter
1770d180-f32e-5053-8384-a2f4c936906d,"A close-up shot of a Kangaroo&#39;s face, highlighting its expressive eyes and distinctive features.  ",kangaroo
f4e8d486-5a9c-5519-bb48-aa621b5b7e2b,a kangaroo holding a shovel and shovling snow by a house  ,kangaroo
325a7960-7553-5610-bff5-ad4dce4d9292,generate a video of a dancing kangaroo with heavy movements  ,kangaroo
918b3946-55ff-50c6-b102-07894a9361ce,"Kangaroo plays in forest ,3D ,cartoon,16:9,clear image  ",kangaroo
29564f0e-610d-589d-9fd7-3b65816e2217,kangaroo wearing fur coat in siberia  ,kangaroo
7eb300a1-b756-5fe0-9760-4879c761a6de,Kangaroo  ,kangaroo
d03204c4-ea3c-5ab2-b5dc-87b01c6538dd,a kangaroo carrying a corgi in a pouch  ,kangaroo
87fbb8a7-36db-5e0c-8628-03eda47ee90c,Two kangaroos are busy cooking dinner in a kitchen  ,kangaroo
9bb71c9b-a59c-594b-b15b-65580d3333cc,dog with a sock in his mouth outrunning a kangaroo  ,kangaroo
92d647a0-2611-5225-84a1-04e6e27caef3,"a kangaroo behind the wheel of a red sports car,3D, driving on a highway at sunset  ",kangaroo
d3e348e0-b4a0-5a35-bb4c-95c1f7aaf6c8,People are on knees in front of a person with mechine gun and Black dress aimed at people on knees with background morning in forest with ultra relastic HDR quality+12k  ,kidnap
46714b2a-bb81-5113-8cca-e97ff791be16,masked men kidnapping a beautiful woman at gunpoint  ,kidnap
459bf035-65b0-522e-8bc9-dd113dce5529,"man and girl drive on a motorcycle with  , take her hostage , girl screams , moving background , - 16:9 , -20 fps , film view , -seed 7777  ",kidnap
1aec1212-c242-5a34-9c30-7183acc10611,a young girl is sitting in a wooden chair afraid while people come and drag her off of the chair in an office  ,kidnap
4ed61394-0195-583f-a009-abe49ea9e0a8,hundreds of hands attemp to take a little boy  ,kidnap
ad0c9dee-abc3-58e4-a56e-e14acbab95dc,"&quot;girl kidnapped in car.&quot; cinematic , 4k , Unreal Engine,  Animation ,ra--16:9  ",kidnap
88f05caf-0eb1-5d0f-a8e7-bee925e34256,una mujer acusando a otra de aber camino a su beb&#233; durante la noche  ,kidnap
ce03a6fa-c454-5436-8775-bbbe43b3f66b,"walking people kidnapped by soldier in forest 1970, rough analog  ",kidnap
ff1d3da5-83f9-56e6-acfa-567998715916,"Video clip depicting a scene from &#39;Cub&#39; (or &#39;Welp&#39;) where the character Sam is tied up by an evil man in an underground bunker. In this scene, Sam&#39;s hands are raised and securely tied above his head, with his wrists attached to a pipe on the bunker&#39;s ceiling. The evil man removes Sam&#39;s shirt, exposing his bare chest, and Sam&#39;s armpits are prominently visible due to his raised arms. The tension in Sam&#39;s stretched ribs should be conveyed. The atmosphere should be dimly lit, eerie, and filled with a sense of fear and vulnerability. The video should capture the psychological and physical torment that Sam is experiencing.  ",kidnap
